CODE_COMMUNE;NOM_COMMUNE;ID_EQUIPEMENTS;ID_ACTIVITES;NOM_ACTIVITES;NIVEAU_ACTIVITE
44001;Abbaretz;69849;2901;Football / Football en salle (Futsal);Compétition départementale
44001;Abbaretz;129515;2901;Football / Football en salle (Futsal);Compétition départementale
44001;Abbaretz;197752;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;
44001;Abbaretz;197752;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44001;Abbaretz;247310;6902;Ski nautique classique / Course / à  figures libres / nupieds / Kneeboard / Wake-board;Compétition régionale
44001;Abbaretz;247310;2804;Plongée subaquatique (Plongée libre);Entrainement
44001;Abbaretz;287645;7901;Tennis;Loisir - Entretien - Remise en forme
44001;Abbaretz;287645;1101;Basket-Ball;Loisir - Entretien - Remise en forme
44001;Abbaretz;312133;2001;Course d'orientation - Vtt;Compétition départementale
44001;Abbaretz;312133;2002;Course d'orientation - Pédestre;Compétition départementale
44001;Abbaretz;312136;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Entrainement
44001;Abbaretz;312136;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44001;Abbaretz;343672;6001;Pétanque et jeu provencal;Loisir - Entretien - Remise en forme
44001;Abbaretz;343679;8901;Activités de forme et de santé;Scolaire
44001;Abbaretz;343682;701;Badminton, Jeu de volant;Loisir - Entretien - Remise en forme
44001;Abbaretz;343682;3404;Expression gymnique;Loisir - Entretien - Remise en forme
44001;Abbaretz;343682;2402;Autres Danses;Loisir - Entretien - Remise en forme
44001;Abbaretz;343682;8901;Activités de forme et de santé;Scolaire
44001;Abbaretz;344268;6001;Pétanque et jeu provencal;Loisir - Entretien - Remise en forme
44001;Abbaretz;344269;5501;Pêche au coup en eau douce;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;68587;8001;Tennis de table;Compétition départementale
44002;Aigrefeuille-sur-Maine;68587;2501;Echecs;Compétition nationale
44002;Aigrefeuille-sur-Maine;68588;2901;Football / Football en salle (Futsal);Compétition départementale
44002;Aigrefeuille-sur-Maine;68589;7204;Boules traditionnelles;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;68590;7901;Tennis;Entrainement
44002;Aigrefeuille-sur-Maine;68591;2901;Football / Football en salle (Futsal);Compétition départementale
44002;Aigrefeuille-sur-Maine;68591;6401;Rugby à  15 / Rugby à  7;Scolaire
44002;Aigrefeuille-sur-Maine;129760;1101;Basket-Ball;Compétition départementale
44002;Aigrefeuille-sur-Maine;129760;3701;Handball / Mini hand / Handball de plage;Scolaire
44002;Aigrefeuille-sur-Maine;129760;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Compétition départementale
44002;Aigrefeuille-sur-Maine;129760;701;Badminton, Jeu de volant;Compétition départementale
44002;Aigrefeuille-sur-Maine;129760;7901;Tennis;Compétition départementale
44002;Aigrefeuille-sur-Maine;129785;4701;Lutte traditionnelle / olympique libre / olympique gréco-romaine /  bretonne / féminine;Compétition nationale
44002;Aigrefeuille-sur-Maine;129785;8901;Activités de forme et de santé;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;129794;3602;Musculation;Entrainement
44002;Aigrefeuille-sur-Maine;129794;3603;Culturisme;Entrainement
44002;Aigrefeuille-sur-Maine;129802;8901;Activités de forme et de santé;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;129802;3501;Gymnastique volontaire;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;129802;2402;Autres Danses;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;137089;2601;Equitation;Entrainement
44002;Aigrefeuille-sur-Maine;137089;2603;Dressage;Entrainement
44002;Aigrefeuille-sur-Maine;137089;2604;Saut d'obstacle;Entrainement
44002;Aigrefeuille-sur-Maine;137095;2601;Equitation;Entrainement
44002;Aigrefeuille-sur-Maine;137095;2603;Dressage;Entrainement
44002;Aigrefeuille-sur-Maine;137095;2604;Saut d'obstacle;Entrainement
44002;Aigrefeuille-sur-Maine;137095;2605;Attelage;Entrainement
44002;Aigrefeuille-sur-Maine;137095;2608;Randonnée équestre;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;203945;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;203963;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;217498;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;217498;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;252824;5501;Pêche au coup en eau douce;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;252824;1701;Canoë de randonnée;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;275133;6303;Roller acrobatique;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;275133;6306;Planche à  roulettes (Skate);Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;275133;2202;Bicross (BMX);Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;284240;8901;Activités de forme et de santé;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;284246;2901;Football / Football en salle (Futsal);Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;284250;5501;Pêche au coup en eau douce;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;288494;1701;Canoë de randonnée;Loisir - Entretien - Remise en forme
44002;Aigrefeuille-sur-Maine;318126;2501;Echecs;Entrainement
44002;Aigrefeuille-sur-Maine;318127;2501;Echecs;Entrainement
44002;Aigrefeuille-sur-Maine;318128;2501;Echecs;Entrainement
44002;Aigrefeuille-sur-Maine;318136;2901;Football / Football en salle (Futsal);Entrainement
44002;Aigrefeuille-sur-Maine;318142;8901;Activités de forme et de santé;Scolaire
44003;Ancenis;66624;3501;Gymnastique volontaire;Loisir - Entretien - Remise en forme
44003;Ancenis;66624;3408;Gymnastique Acrobatique;Scolaire
44003;Ancenis;66624;3402;Gymnastique Rythmique;Compétition régionale
44003;Ancenis;66625;2901;Football / Football en salle (Futsal);Compétition départementale
44003;Ancenis;66625;6001;Pétanque et jeu provencal;Compétition départementale
44003;Ancenis;66626;7901;Tennis;Entrainement
44003;Ancenis;66626;1101;Basket-Ball;Entrainement
44003;Ancenis;66626;6304;Hockey sur patins en ligne / Hockey sur patins;Compétition régionale
44003;Ancenis;66626;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Loisir - Entretien - Remise en forme
44003;Ancenis;66626;701;Badminton, Jeu de volant;Compétition régionale
44003;Ancenis;66626;3701;Handball / Mini hand / Handball de plage;Scolaire
44003;Ancenis;66628;1101;Basket-Ball;Compétition régionale
44003;Ancenis;66628;3701;Handball / Mini hand / Handball de plage;Compétition régionale
44003;Ancenis;66628;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Loisir - Entretien - Remise en forme
44003;Ancenis;66628;701;Badminton, Jeu de volant;Compétition départementale
44003;Ancenis;66628;8201;Tir à  l'arc;Compétition départementale
44003;Ancenis;66630;6401;Rugby à  15 / Rugby à  7;Compétition régionale
44003;Ancenis;66648;5208;Aquagym;Loisir - Entretien - Remise en forme
44003;Ancenis;66648;5206;Baignade loisirs;Loisir - Entretien - Remise en forme
44003;Ancenis;66649;5201;Natation course sportive;Entrainement
44003;Ancenis;66649;5206;Baignade loisirs;Loisir - Entretien - Remise en forme
44003;Ancenis;66649;2804;Plongée subaquatique (Plongée libre);Entrainement
44003;Ancenis;66649;5202;Natation synchronisée;Compétition régionale
44003;Ancenis;67729;501;Saut;Entrainement
44003;Ancenis;67729;502;Lancer;Entrainement
44003;Ancenis;67729;503;Course sur piste;Entrainement
44003;Ancenis;67730;2901;Football / Football en salle (Futsal);Compétition régionale
44003;Ancenis;67730;6401;Rugby à  15 / Rugby à  7;Entrainement
44003;Ancenis;67731;1101;Basket-Ball;Compétition régionale
44003;Ancenis;67731;3701;Handball / Mini hand / Handball de plage;Compétition régionale
44003;Ancenis;67731;701;Badminton, Jeu de volant;Scolaire
44003;Ancenis;67731;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Scolaire
44003;Ancenis;67732;1101;Basket-Ball;Scolaire
44003;Ancenis;67732;3701;Handball / Mini hand / Handball de plage;Scolaire
44003;Ancenis;67732;7901;Tennis;
44003;Ancenis;68607;1701;Canoë de randonnée;Entrainement
44003;Ancenis;68607;5501;Pêche au coup en eau douce;Loisir - Entretien - Remise en forme
44003;Ancenis;68607;5001;Motonautisme / Jet hydrojet / Aéroglisseur;Loisir - Entretien - Remise en forme
44003;Ancenis;68670;7102;Karting;Compétition nationale
44003;Ancenis;70611;5201;Natation course sportive;Entrainement
44003;Ancenis;70611;5206;Baignade loisirs;Loisir - Entretien - Remise en forme
44003;Ancenis;70612;5206;Baignade loisirs;Loisir - Entretien - Remise en forme
44003;Ancenis;70881;701;Badminton, Jeu de volant;Loisir - Entretien - Remise en forme
44003;Ancenis;70881;3501;Gymnastique volontaire;Loisir - Entretien - Remise en forme
44003;Ancenis;70881;2402;Autres Danses;Loisir - Entretien - Remise en forme
44003;Ancenis;70882;1101;Basket-Ball;Compétition départementale
44003;Ancenis;70882;701;Badminton, Jeu de volant;Compétition départementale
44003;Ancenis;70882;3701;Handball / Mini hand / Handball de plage;Compétition départementale
44003;Ancenis;70882;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Loisir - Entretien - Remise en forme
44003;Ancenis;70883;7901;Tennis;Entrainement
44003;Ancenis;71840;4401;Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...;Compétition départementale
44003;Ancenis;71840;4301;Judo / Jujitsu / Taà¯so;Compétition régionale
44003;Ancenis;71841;3401;Gymnastique Artistique;Compétition régionale
44003;Ancenis;71841;3408;Gymnastique Acrobatique;Compétition régionale
44003;Ancenis;71841;3402;Gymnastique Rythmique;Compétition régionale
44003;Ancenis;71842;7901;Tennis;Compétition nationale
44003;Ancenis;72414;503;Course sur piste;Scolaire
44003;Ancenis;72415;2901;Football / Football en salle (Futsal);Compétition régionale
44003;Ancenis;72415;6401;Rugby à  15 / Rugby à  7;Compétition régionale
44003;Ancenis;131585;2901;Football / Football en salle (Futsal);Compétition départementale
44003;Ancenis;131656;3701;Handball / Mini hand / Handball de plage;Scolaire
44003;Ancenis;131656;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Scolaire
44003;Ancenis;131665;8201;Tir à  l'arc;Entrainement
44003;Ancenis;132115;3501;Gymnastique volontaire;Loisir - Entretien - Remise en forme
44003;Ancenis;132115;8901;Activités de forme et de santé;Loisir - Entretien - Remise en forme
44003;Ancenis;132115;3403;Gymnastique Aérobic;Loisir - Entretien - Remise en forme
44003;Ancenis;132115;2402;Autres Danses;Loisir - Entretien - Remise en forme
44003;Ancenis;132115;8001;Tennis de table;Scolaire
44003;Ancenis;135224;1401;Boxe Anglaise;Non défini
44003;Ancenis;135224;3101;Full contact (boxe américaine)/Light contact/First full/Full défense/Super fight/Semi-contact;Entrainement
44003;Ancenis;135231;8001;Tennis de table;Compétition régionale
44003;Ancenis;184142;8901;Activités de forme et de santé;Loisir - Entretien - Remise en forme
44003;Ancenis;184142;3602;Musculation;Loisir - Entretien - Remise en forme
44003;Ancenis;184152;8901;Activités de forme et de santé;Loisir - Entretien - Remise en forme
44003;Ancenis;188706;6201;Randonnée pédestre;
44003;Ancenis;203349;6101;Planeur ULM / Multiaxe / Pendulaire / Paramoteur / Motorisations auxiliaires / Autogire;Loisir - Entretien - Remise en forme
44003;Ancenis;203349;201;Formule racer / Vol à  moteur / Voltige aérienne/Rallye aérien/Pilotage précision;Loisir - Entretien - Remise en forme
44003;Ancenis;211994;1101;Basket-Ball;Scolaire
44003;Ancenis;211994;3701;Handball / Mini hand / Handball de plage;Scolaire
44003;Ancenis;211994;701;Badminton, Jeu de volant;Scolaire
44003;Ancenis;211994;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Scolaire
44003;Ancenis;267458;2402;Autres Danses;Loisir - Entretien - Remise en forme
44003;Ancenis;271041;5501;Pêche au coup en eau douce;Compétition départementale
44003;Ancenis;277371;4802;Escalade;Scolaire
44003;Ancenis;279953;503;Course sur piste;Scolaire
44003;Ancenis;279954;501;Saut;Scolaire
44003;Ancenis;289795;6303;Roller acrobatique;Loisir - Entretien - Remise en forme
44003;Ancenis;289795;6306;Planche à  roulettes (Skate);
44003;Ancenis;289796;7204;Boules traditionnelles;Compétition régionale
44003;Ancenis;290453;301;Aérostation;Loisir - Entretien - Remise en forme
44003;Ancenis;318864;2901;Football / Football en salle (Futsal);Entrainement
44003;Ancenis;318869;1201;Billard (Franà§ais (carambole),Snooker,Anglais,Américain);Loisir - Entretien - Remise en forme
44003;Ancenis;318870;8101;Carabine (hors 300m) / Pistolet / Plateaux;Loisir - Entretien - Remise en forme
44003;Ancenis;318872;6001;Pétanque et jeu provencal;Compétition départementale
44003;Ancenis;318892;8901;Activités de forme et de santé;Scolaire
44003;Ancenis;318893;1101;Basket-Ball;Scolaire
44003;Ancenis;318894;3701;Handball / Mini hand / Handball de plage;Scolaire
44003;Ancenis;318894;2901;Football / Football en salle (Futsal);Scolaire
44003;Ancenis;318896;8901;Activités de forme et de santé;Loisir - Entretien - Remise en forme
44003;Ancenis;318897;2901;Football / Football en salle (Futsal);Scolaire
44003;Ancenis;318897;3701;Handball / Mini hand / Handball de plage;Scolaire
44003;Ancenis;321464;4802;Escalade;Compétition départementale
44003;Ancenis;352178;5208;Aquagym;Loisir - Entretien - Remise en forme
44003;Ancenis;353613;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44003;Ancenis;353614;7901;Tennis;Entrainement
44003;Ancenis;353618;8901;Activités de forme et de santé;Loisir - Entretien - Remise en forme
44003;Ancenis;353619;2002;Course d'orientation - Pédestre;Loisir - Entretien - Remise en forme
44003;Ancenis;353728;1101;Basket-Ball;Loisir - Entretien - Remise en forme
44003;Ancenis;353728;2901;Football / Football en salle (Futsal);Loisir - Entretien - Remise en forme
44003;Ancenis;353728;3701;Handball / Mini hand / Handball de plage;Loisir - Entretien - Remise en forme
44003;Ancenis;353728;7901;Tennis;Loisir - Entretien - Remise en forme
44003;Ancenis;353728;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Loisir - Entretien - Remise en forme
44003;Ancenis;353729;3701;Handball / Mini hand / Handball de plage;Scolaire
44003;Ancenis;353729;7901;Tennis;Scolaire
44003;Ancenis;353729;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Scolaire
44003;Ancenis;353729;1101;Basket-Ball;Scolaire
44003;Ancenis;353731;2202;Bicross (BMX);Loisir - Entretien - Remise en forme
44003;Ancenis;353732;501;Saut;Scolaire
44003;Ancenis;353773;4802;Escalade;Entrainement
44003;Ancenis;353774;6401;Rugby à  15 / Rugby à  7;Entrainement
44003;Ancenis;353807;6001;Pétanque et jeu provencal;Loisir - Entretien - Remise en forme
44003;Ancenis;353827;3302;Swing;Entrainement
44003;Ancenis;353828;8101;Carabine (hors 300m) / Pistolet / Plateaux;Compétition régionale
44003;Ancenis;353828;8102;Cible Mobile / Carabine 300m;Compétition régionale
44003;Ancenis;353832;3404;Expression gymnique;Scolaire
44004;Anetz;66783;7901;Tennis;Loisir - Entretien - Remise en forme
44004;Anetz;66784;1101;Basket-Ball;Loisir - Entretien - Remise en forme
44004;Anetz;66784;2901;Football / Football en salle (Futsal);Loisir - Entretien - Remise en forme
44004;Anetz;66784;3701;Handball / Mini hand / Handball de plage;Scolaire
44004;Anetz;66784;701;Badminton, Jeu de volant;
44004;Anetz;66785;2402;Autres Danses;Loisir - Entretien - Remise en forme
44004;Anetz;66785;8901;Activités de forme et de santé;Loisir - Entretien - Remise en forme
44004;Anetz;66785;3501;Gymnastique volontaire;Loisir - Entretien - Remise en forme
44004;Anetz;66786;1101;Basket-Ball;Compétition départementale
44004;Anetz;66786;701;Badminton, Jeu de volant;Loisir - Entretien - Remise en forme
44004;Anetz;66786;7901;Tennis;Compétition régionale
44004;Anetz;66786;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Scolaire
44004;Anetz;66786;3701;Handball / Mini hand / Handball de plage;Scolaire
44004;Anetz;71384;2901;Football / Football en salle (Futsal);Compétition départementale
44004;Anetz;189276;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44004;Anetz;189276;2608;Randonnée équestre;Loisir - Entretien - Remise en forme
44004;Anetz;189276;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Loisir - Entretien - Remise en forme
44004;Anetz;189288;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44004;Anetz;189288;2608;Randonnée équestre;Loisir - Entretien - Remise en forme
44004;Anetz;189288;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Loisir - Entretien - Remise en forme
44004;Anetz;189297;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44004;Anetz;189297;2608;Randonnée équestre;Loisir - Entretien - Remise en forme
44004;Anetz;189297;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Loisir - Entretien - Remise en forme
44004;Anetz;189310;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44004;Anetz;189310;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Loisir - Entretien - Remise en forme
44004;Anetz;189310;2608;Randonnée équestre;Loisir - Entretien - Remise en forme
44004;Anetz;194428;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44004;Anetz;194428;2301;Cyclotourisme;Loisir - Entretien - Remise en forme
44004;Anetz;194428;2608;Randonnée équestre;Loisir - Entretien - Remise en forme
44004;Anetz;194437;2301;Cyclotourisme;Loisir - Entretien - Remise en forme
44004;Anetz;194437;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44004;Anetz;194437;2608;Randonnée équestre;Loisir - Entretien - Remise en forme
44004;Anetz;280539;2301;Cyclotourisme;
44004;Anetz;280539;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;
44004;Anetz;280539;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44004;Anetz;280539;2608;Randonnée équestre;
44004;Anetz;291801;7901;Tennis;Loisir - Entretien - Remise en forme
44004;Anetz;291803;5501;Pêche au coup en eau douce;Loisir - Entretien - Remise en forme
44004;Anetz;291803;1701;Canoë de randonnée;Loisir - Entretien - Remise en forme
44004;Anetz;291803;5001;Motonautisme / Jet hydrojet / Aéroglisseur;
44004;Anetz;291803;6902;Ski nautique classique / Course / à  figures libres / nupieds / Kneeboard / Wake-board;
44004;Anetz;291804;1701;Canoë de randonnée;Loisir - Entretien - Remise en forme
44004;Anetz;291804;5501;Pêche au coup en eau douce;Loisir - Entretien - Remise en forme
44004;Anetz;291804;5001;Motonautisme / Jet hydrojet / Aéroglisseur;
44004;Anetz;291804;6902;Ski nautique classique / Course / à  figures libres / nupieds / Kneeboard / Wake-board;
44004;Anetz;291871;5501;Pêche au coup en eau douce;Loisir - Entretien - Remise en forme
44004;Anetz;291871;1701;Canoë de randonnée;Loisir - Entretien - Remise en forme
44004;Anetz;312399;2202;Bicross (BMX);Loisir - Entretien - Remise en forme
44005;Arthon-en-Retz;71148;7901;Tennis;Compétition départementale
44005;Arthon-en-Retz;71148;1101;Basket-Ball;Compétition départementale
44005;Arthon-en-Retz;71148;3501;Gymnastique volontaire;Loisir - Entretien - Remise en forme
44005;Arthon-en-Retz;71148;3701;Handball / Mini hand / Handball de plage;Scolaire
44005;Arthon-en-Retz;71148;401;Aikido / Aikibudo / Budo;Entrainement
44005;Arthon-en-Retz;71148;7701;Taekwondo / Hapkido / Tang-soo-do / Soo bahk do / Sin moo hapkido / Hapkido jin jung kwan;Entrainement
44005;Arthon-en-Retz;71149;3501;Gymnastique volontaire;Loisir - Entretien - Remise en forme
44005;Arthon-en-Retz;71149;401;Aikido / Aikibudo / Budo;Entrainement
44005;Arthon-en-Retz;71149;7701;Taekwondo / Hapkido / Tang-soo-do / Soo bahk do / Sin moo hapkido / Hapkido jin jung kwan;Entrainement
44005;Arthon-en-Retz;71149;2402;Autres Danses;Loisir - Entretien - Remise en forme
44005;Arthon-en-Retz;71150;8001;Tennis de table;Compétition départementale
44005;Arthon-en-Retz;71150;401;Aikido / Aikibudo / Budo;Entrainement
44005;Arthon-en-Retz;127769;7901;Tennis;Compétition départementale
44005;Arthon-en-Retz;127785;2901;Football / Football en salle (Futsal);Compétition régionale
44005;Arthon-en-Retz;127800;2901;Football / Football en salle (Futsal);Compétition régionale
44005;Arthon-en-Retz;127809;2901;Football / Football en salle (Futsal);Entrainement
44005;Arthon-en-Retz;216017;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44005;Arthon-en-Retz;216017;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Loisir - Entretien - Remise en forme
44005;Arthon-en-Retz;216036;2901;Football / Football en salle (Futsal);Loisir - Entretien - Remise en forme
44005;Arthon-en-Retz;290351;6902;Ski nautique classique / Course / à  figures libres / nupieds / Kneeboard / Wake-board;Entrainement
44005;Arthon-en-Retz;316721;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Loisir - Entretien - Remise en forme
44005;Arthon-en-Retz;316721;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44005;Arthon-en-Retz;329410;6001;Pétanque et jeu provencal;Loisir - Entretien - Remise en forme
44005;Arthon-en-Retz;329411;3501;Gymnastique volontaire;Loisir - Entretien - Remise en forme
44006;Assérac;71474;2901;Football / Football en salle (Futsal);Compétition départementale
44006;Assérac;71476;2901;Football / Football en salle (Futsal);Compétition départementale
44006;Assérac;188425;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44006;Assérac;257686;8501;Planche à  Voile;Loisir - Entretien - Remise en forme
44006;Assérac;257686;8502;Dériveur / Multicoques / Courses océaniques / au large / Voile modà¨le / traditionnelle /match racing;Loisir - Entretien - Remise en forme
44006;Assérac;257686;1708;Wave-ski;Loisir - Entretien - Remise en forme
44006;Assérac;257686;8702;Cerf volant de traction (glisse aérotractée) et kitesurf;Compétition régionale
44006;Assérac;257686;1710;Kayak de mer;Loisir - Entretien - Remise en forme
44006;Assérac;271205;1101;Basket-Ball;Loisir - Entretien - Remise en forme
44006;Assérac;271205;3701;Handball / Mini hand / Handball de plage;Loisir - Entretien - Remise en forme
44006;Assérac;271205;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Loisir - Entretien - Remise en forme
44006;Assérac;271205;2901;Football / Football en salle (Futsal);Loisir - Entretien - Remise en forme
44006;Assérac;271205;7901;Tennis;Loisir - Entretien - Remise en forme
44006;Assérac;271208;6303;Roller acrobatique;Loisir - Entretien - Remise en forme
44006;Assérac;271208;6306;Planche à  roulettes (Skate);Loisir - Entretien - Remise en forme
44006;Assérac;312194;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44006;Assérac;312195;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44006;Assérac;312199;1710;Kayak de mer;Loisir - Entretien - Remise en forme
44006;Assérac;312199;8502;Dériveur / Multicoques / Courses océaniques / au large / Voile modà¨le / traditionnelle /match racing;Loisir - Entretien - Remise en forme
44006;Assérac;344350;8901;Activités de forme et de santé;Scolaire
44007;Avessac;71816;1101;Basket-Ball;Scolaire
44007;Avessac;71816;7901;Tennis;Compétition départementale
44007;Avessac;71816;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Scolaire
44007;Avessac;71816;3701;Handball / Mini hand / Handball de plage;Scolaire
44007;Avessac;71816;2901;Football / Football en salle (Futsal);Entrainement
44007;Avessac;71817;2901;Football / Football en salle (Futsal);Compétition départementale
44007;Avessac;131039;2901;Football / Football en salle (Futsal);Compétition départementale
44007;Avessac;131041;7901;Tennis;Compétition départementale
44007;Avessac;218513;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44007;Avessac;260840;2601;Equitation;Entrainement
44007;Avessac;260840;2608;Randonnée équestre;
44007;Avessac;272729;8502;Dériveur / Multicoques / Courses océaniques / au large / Voile modà¨le / traditionnelle /match racing;Loisir - Entretien - Remise en forme
44007;Avessac;272729;5501;Pêche au coup en eau douce;Loisir - Entretien - Remise en forme
44007;Avessac;272729;1701;Canoë de randonnée;Loisir - Entretien - Remise en forme
44007;Avessac;282045;1001;Fosse universelle;Loisir - Entretien - Remise en forme
44007;Avessac;282045;1002;Parcours de chasse;Loisir - Entretien - Remise en forme
44007;Avessac;286976;2601;Equitation;Entrainement
44007;Avessac;286976;2604;Saut d'obstacle;Entrainement
44007;Avessac;286980;2603;Dressage;Entrainement
44007;Avessac;286981;2603;Dressage;Entrainement
44007;Avessac;300199;6001;Pétanque et jeu provencal;Loisir - Entretien - Remise en forme
44007;Avessac;323541;2601;Equitation;Compétition départementale
44008;Barbechat;71141;2901;Football / Football en salle (Futsal);Compétition départementale
44008;Barbechat;204453;4903;Motocross / Enduro;Entrainement
44008;Barbechat;204453;4905;Quad;Entrainement
44008;Barbechat;204480;2202;Bicross (BMX);Loisir - Entretien - Remise en forme
44008;Barbechat;204483;8901;Activités de forme et de santé;Loisir - Entretien - Remise en forme
44008;Barbechat;206894;2204;Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial;Loisir - Entretien - Remise en forme
44008;Barbechat;287664;1001;Fosse universelle;Loisir - Entretien - Remise en forme
44008;Barbechat;292174;2901;Football / Football en salle (Futsal);
44008;Barbechat;292174;1101;Basket-Ball;Loisir - Entretien - Remise en forme
44008;Barbechat;292174;6001;Pétanque et jeu provencal;Loisir - Entretien - Remise en forme
44008;Barbechat;292175;7901;Tennis;
44008;Barbechat;292175;1101;Basket-Ball;Loisir - Entretien - Remise en forme
44008;Barbechat;344353;6201;Randonnée pédestre;Loisir - Entretien - Remise en forme
44008;Barbechat;347304;6201;Randonnée pédestre;
44009;Basse-Goulaine;66562;6401;Rugby à  15 / Rugby à  7;Entrainement
44009;Basse-Goulaine;71391;7901;Tennis;Entrainement
44009;Basse-Goulaine;71392;503;Course sur piste;Entrainement
44009;Basse-Goulaine;71393;8201;Tir à  l'arc;Entrainement
44009;Basse-Goulaine;71393;7901;Tennis;Entrainement
44009;Basse-Goulaine;71393;1101;Basket-Ball;Compétition régionale
44009;Basse-Goulaine;71393;8001;Tennis de table;Loisir - Entretien - Remise en forme
44009;Basse-Goulaine;71393;8401;Twirling bà¢ton;Entrainement
44009;Basse-Goulaine;71393;3404;Expression gymnique;Loisir - Entretien - Remise en forme
44009;Basse-Goulaine;71394;2901;Football / Football en salle (Futsal);Compétition régionale
44009;Basse-Goulaine;71396;2901;Football / Football en salle (Futsal);Compétition régionale
44009;Basse-Goulaine;71397;2901;Football / Football en salle (Futsal);Entrainement
44009;Basse-Goulaine;71397;502;Lancer;Scolaire
44009;Basse-Goulaine;132596;6001;Pétanque et jeu provencal;Compétition départementale
44009;Basse-Goulaine;132648;4301;Judo / Jujitsu / Taà¯so;Compétition départementale
44009;Basse-Goulaine;132648;401;Aikido / Aikibudo / Budo;Entrainement
44009;Basse-Goulaine;132648;7801;Tai chi chuan / Chi gong;Entrainement
